xflr5 v6.57,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
.plane,,,,,,,,,,,,,,,
T1-17.0 m/s-Panel,,,,,,,,,,,,,,,
QInf  =,17,m/s,,,,,,,,,,,,,
Alpha = ,3,,,,,,,,,,,,,,
Beta  = ,   0.000°,,,,,,,,,,,,,,
Phi   = ,   0.000°,,,,,,,,,,,,,,
Ctrl  = ,0,,,,,,,,,,,,,,
CL    = ,0.887273,,,,,,,,,,,,,,
Cy    = ,0,,,,,,,,,,,,,,
Cd=,0.06138,ICd=,0.048965,PCd=,0.012415,,,,,,,,,,
1499,   3.702e-02,   5.292e-01,-3.10E-03,-0.816,0.033,-0.577,   3.225e-04,0.6022,,,,,,,
1500,   3.702e-02,   5.292e-01,   4.894e-03,-0.946,0.038,0.323,   5.759e-04,0.775,,,,,,,
1501,   4.431e-02,   5.292e-01,   1.618e-02,-0.735,0.031,0.678,   8.123e-04,-0.2116,,,,,,,
1502,   5.856e-02,   5.292e-01,   2.723e-02,-0.504,0.024,0.863,   1.032e-03,-0.9582,,,,,,,
1503,   7.916e-02,   5.292e-01,   3.627e-02,-0.313,0.019,0.949,   1.255e-03,-1.2622,,,,,,,
1504,   1.052e-01,   5.292e-01,   4.245e-02,-0.158,0.015,0.987,   1.460e-03,-1.3087,,,,,,,
1505,   1.355e-01,   5.292e-01,   4.524e-02,-0.031,0.014,0.999,   1.628e-03,-1.1931,,,,,,,
1506,   1.689e-01,   5.292e-01,   4.473e-02,0.058,0.013,0.998,   1.745e-03,-1.0029,,,,,,,
1507,   2.037e-01,   5.292e-01,   4.154e-02,0.123,0.013,0.992,   1.795e-03,-0.8165,,,,,,,
1508,   2.386e-01,   5.292e-01,   3.635e-02,0.172,0.014,0.985,   1.769e-03,-0.6508,,,,,,,
1509,   2.719e-01,   5.292e-01,   2.989e-02,0.21,0.015,0.978,   1.664e-03,-0.5083,,,,,,,
1510,   3.022e-01,   5.292e-01,   2.288e-02,0.242,0.016,0.97,   1.485e-03,-0.39,,,,,,,
1511,   3.283e-01,   5.292e-01,   1.598e-02,0.273,0.017,0.962,   1.239e-03,-0.2981,,,,,,,
1512,   3.489e-01,   5.292e-01,   9.668e-03,0.319,0.02,0.948,   9.397e-04,-0.2168,,,,,,,
1513,   3.631e-01,   5.292e-01,   4.238e-03,0.413,0.025,0.91,   6.045e-04,0.03,,,,,,,
1514,   3.704e-01,   5.292e-01,   8.851e-04,0.433,0.026,0.901,   2.066e-04,0.188,,,,,,,
Strip 59,,,,,,,,,,,,,,,
1515,   3.674e-01,   5.789e-01,   5.589e-04,-0.294,-0.018,-0.956,   1.855e-04,0.3738,,,,,,,
1516,   3.603e-01,   5.789e-01,   2.402e-03,-0.233,-0.014,-0.972,   5.390e-04,0.3932,,,,,,,
1517,   3.462e-01,   5.789e-01,   4.954e-03,-0.145,-0.009,-0.989,   8.571e-04,0.4167,,,,,,,
1518,   3.259e-01,   5.789e-01,   6.934e-03,-0.061,-0.005,-0.998,   1.137e-03,0.4002,,,,,,,
1519,   3.003e-01,   5.789e-01,   7.715e-03,-0.005,-0.003,-1,   1.372e-03,0.3686,,,,,,,
1520,   2.704e-01,   5.789e-01,   7.104e-03,0.043,-0.001,-0.999,   1.551e-03,0.3307,,,,,,,
1521,   2.376e-01,   5.789e-01,   5.003e-03,0.083,0,-0.997,   1.665e-03,0.2804,,,,,,,
1522,   2.032e-01,   5.789e-01,   1.677e-03,0.109,0.001,-0.994,   1.706e-03,0.2147,,,,,,,
1523,   1.689e-01,   5.789e-01,-2.30E-03,0.121,0.001,-0.993,   1.671e-03,0.1335,,,,,,,
1524,   1.361e-01,   5.789e-01,-6.15E-03,0.112,0.001,-0.994,   1.559e-03,0.037,,,,,,,
1525,   1.062e-01,   5.789e-01,-8.92E-03,0.07,0.001,-0.998,   1.375e-03,-0.0534,,,,,,,
1526,   8.050e-02,   5.789e-01,-9.90E-03,0,0.003,-1,   1.135e-03,-0.1005,,,,,,,
1527,   6.020e-02,   5.789e-01,-9.12E-03,-0.089,0.006,-0.996,   8.515e-04,-0.1041,,,,,,,
1528,   4.616e-02,   5.789e-01,-6.98E-03,-0.246,0.011,-0.969,   5.408e-04,-0.1768,,,,,,,
1529,   3.899e-02,   5.789e-01,-3.05E-03,-0.816,0.033,-0.577,   3.071e-04,0.5788,,,,,,,
1530,   3.899e-02,   5.789e-01,   4.822e-03,-0.946,0.038,0.323,   5.484e-04,0.7922,,,,,,,
1531,   4.616e-02,   5.789e-01,   1.595e-02,-0.735,0.031,0.678,   7.735e-04,-0.1814,,,,,,,
1532,   6.020e-02,   5.789e-01,   2.683e-02,-0.504,0.024,0.863,   9.824e-04,-0.9254,,,,,,,
1533,   8.050e-02,   5.789e-01,   3.573e-02,-0.313,0.019,0.949,   1.195e-03,-1.2304,,,,,,,
1534,   1.062e-01,   5.789e-01,   4.182e-02,-0.158,0.015,0.987,   1.390e-03,-1.2786,,,,,,,
1535,   1.361e-01,   5.789e-01,   4.457e-02,-0.031,0.014,0.999,   1.550e-03,-1.1662,,,,,,,
1536,   1.689e-01,   5.789e-01,   4.408e-02,0.058,0.013,0.998,   1.662e-03,-0.9803,,,,,,,
1537,   2.032e-01,   5.789e-01,   4.093e-02,0.123,0.013,0.992,   1.709e-03,-0.798,,,,,,,
1538,   2.376e-01,   5.789e-01,   3.582e-02,0.172,0.014,0.985,   1.684e-03,-0.6362,,,,,,,
1539,   2.704e-01,   5.789e-01,   2.945e-02,0.21,0.015,0.978,   1.585e-03,-0.4972,,,,,,,
1540,   3.003e-01,   5.789e-01,   2.254e-02,0.242,0.016,0.97,   1.414e-03,-0.3821,,,,,,,
1541,   3.259e-01,   5.789e-01,   1.574e-02,0.273,0.017,0.962,   1.180e-03,-0.2932,,,,,,,
1542,   3.462e-01,   5.789e-01,   9.526e-03,0.319,0.02,0.948,   8.949e-04,-0.2148,,,,,,,
1543,   3.603e-01,   5.789e-01,   4.176e-03,0.413,0.025,0.91,   5.756e-04,0.0293,,,,,,,
1544,   3.674e-01,   5.789e-01,   8.720e-04,0.433,0.026,0.901,   1.968e-04,0.1859,,,,,,,
Strip 60,,,,,,,,,,,,,,,
1545,   3.646e-01,   6.267e-01,   5.509e-04,-0.294,-0.018,-0.956,   1.745e-04,0.3712,,,,,,,
1546,   3.575e-01,   6.267e-01,   2.367e-03,-0.233,-0.014,-0.972,   5.070e-04,0.3903,,,,,,,
1547,   3.437e-01,   6.267e-01,   4.883e-03,-0.145,-0.009,-0.989,   8.062e-04,0.4132,,,,,,,
1548,   3.237e-01,   6.267e-01,   6.835e-03,-0.061,-0.005,-0.998,   1.070e-03,0.3961,,,,,,,
1549,   2.984e-01,   6.267e-01,   7.604e-03,-0.005,-0.003,-1,   1.291e-03,0.3638,,,,,,,
1550,   2.689e-01,   6.267e-01,   7.002e-03,0.043,-0.001,-0.999,   1.459e-03,0.3252,,,,,,,
1551,   2.366e-01,   6.267e-01,   4.931e-03,0.083,0,-0.997,   1.566e-03,0.2739,,,,,,,
1552,   2.027e-01,   6.267e-01,   1.653e-03,0.109,0.001,-0.994,   1.605e-03,0.2071,,,,,,,
1553,   1.689e-01,   6.267e-01,-2.27E-03,0.121,0.001,-0.993,   1.572e-03,0.1244,,,,,,,
1554,   1.365e-01,   6.267e-01,-6.07E-03,0.112,0.001,-0.994,   1.467e-03,0.0261,,,,,,,
1555,   1.071e-01,   6.267e-01,-8.79E-03,0.07,0.001,-0.998,   1.294e-03,-0.0662,,,,,,,
1556,   8.178e-02,   6.267e-01,-9.76E-03,0,0.003,-1,   1.068e-03,-0.1164,,,,,,,
1557,   6.178e-02,   6.267e-01,-8.99E-03,-0.089,0.006,-0.996,   8.010e-04,-0.1254,,,,,,,
1558,   4.794e-02,   6.267e-01,-6.88E-03,-0.246,0.011,-0.969,   5.087e-04,-0.2141,,,,,,,
1559,   4.087e-02,   6.267e-01,-3.01E-03,-0.816,0.033,-0.577,   2.889e-04,0.5488,,,,,,,
1560,   4.087e-02,   6.267e-01,   4.753e-03,-0.946,0.038,0.323,   5.159e-04,0.8114,,,,,,,
1561,   4.794e-02,   6.267e-01,   1.572e-02,-0.735,0.031,0.678,   7.276e-04,-0.1478,,,,,,,
1562,   6.178e-02,   6.267e-01,   2.645e-02,-0.504,0.024,0.863,   9.241e-04,-0.889,,,,,,,
1563,   8.178e-02,   6.267e-01,   3.522e-02,-0.313,0.019,0.949,   1.124e-03,-1.1952,,,,,,,
1564,   1.071e-01,   6.267e-01,   4.122e-02,-0.158,0.015,0.987,   1.307e-03,-1.2456,,,,,,,
1565,   1.365e-01,   6.267e-01,   4.393e-02,-0.031,0.014,0.999,   1.458e-03,-1.1366,,,,,,,
1566,   1.689e-01,   6.267e-01,   4.344e-02,0.058,0.013,0.998,   1.563e-03,-0.9546,,,,,,,
1567,   2.027e-01,   6.267e-01,   4.034e-02,0.123,0.013,0.992,   1.608e-03,-0.7762,,,,,,,
1568,   2.366e-01,   6.267e-01,   3.530e-02,0.172,0.014,0.985,   1.584e-03,-0.6185,,,,,,,
1569,   2.689e-01,   6.267e-01,   2.903e-02,0.21,0.015,0.978,   1.491e-03,-0.4835,,,,,,,
1570,   2.984e-01,   6.267e-01,   2.222e-02,0.242,0.016,0.97,   1.330e-03,-0.3721,,,,,,,
1571,   3.237e-01,   6.267e-01,   1.552e-02,0.273,0.017,0.962,   1.110e-03,-0.2868,,,,,,,
1572,   3.437e-01,   6.267e-01,   9.389e-03,0.319,0.02,0.948,   8.418e-04,-0.212,,,,,,,
1573,   3.575e-01,   6.267e-01,   4.116e-03,0.413,0.025,0.91,   5.415e-04,0.0285,,,,,,,
1574,   3.646e-01,   6.267e-01,   8.595e-04,0.433,0.026,0.901,   1.851e-04,0.1833,,,,,,,
Strip 61,,,,,,,,,,,,,,,
1575,   3.619e-01,   6.719e-01,   5.432e-04,-0.294,-0.018,-0.956,   1.620e-04,0.3676,,,,,,,
1576,   3.549e-01,   6.719e-01,   2.334e-03,-0.233,-0.014,-0.972,   4.706e-04,0.3863,,,,,,,
1577,   3.413e-01,   6.719e-01,   4.816e-03,-0.145,-0.009,-0.989,   7.484e-04,0.4086,,,,,,,
1578,   3.216e-01,   6.719e-01,   6.740e-03,-0.061,-0.005,-0.998,   9.928e-04,0.3907,,,,,,,
1579,   2.966e-01,   6.719e-01,   7.499e-03,-0.005,-0.003,-1,   1.198e-03,0.3574,,,,,,,
1580,   2.676e-01,   6.719e-01,   6.905e-03,0.043,-0.001,-0.999,   1.354e-03,0.3177,,,,,,,
1581,   2.357e-01,   6.719e-01,   4.863e-03,0.083,0,-0.997,   1.454e-03,0.2652,,,,,,,
1582,   2.023e-01,   6.719e-01,   1.630e-03,0.109,0.001,-0.994,   1.490e-03,0.1971,,,,,,,
1583,   1.689e-01,   6.719e-01,-2.24E-03,0.121,0.001,-0.993,   1.459e-03,0.113,,,,,,,
1584,   1.370e-01,   6.719e-01,-5.98E-03,0.112,0.001,-0.994,   1.361e-03,0.0128,,,,,,,
1585,   1.079e-01,   6.719e-01,-8.67E-03,0.07,0.001,-0.998,   1.201e-03,-0.0821,,,,,,,
1586,   8.300e-02,   6.719e-01,-9.62E-03,0,0.003,-1,   9.910e-04,-0.1356,,,,,,,
1587,   6.328e-02,   6.719e-01,-8.87E-03,-0.089,0.006,-0.996,   7.435e-04,-0.1504,,,,,,,
1588,   4.963e-02,   6.719e-01,-6.78E-03,-0.246,0.011,-0.969,   4.722e-04,-0.257,,,,,,,
1589,   4.265e-02,   6.719e-01,-2.96E-03,-0.816,0.033,-0.577,   2.682e-04,0.5136,,,,,,,
1590,   4.265e-02,   6.719e-01,   4.687e-03,-0.946,0.038,0.323,   4.789e-04,0.8319,,,,,,,
1591,   4.963e-02,   6.719e-01,   1.550e-02,-0.735,0.031,0.678,   6.754e-04,-0.1104,,,,,,,
1592,   6.328e-02,   6.719e-01,   2.608e-02,-0.504,0.024,0.863,   8.578e-04,-0.8482,,,,,,,
1593,   8.300e-02,   6.719e-01,   3.473e-02,-0.313,0.019,0.949,   1.044e-03,-1.1554,,,,,,,
1594,   1.079e-01,   6.719e-01,   4.065e-02,-0.158,0.015,0.987,   1.214e-03,-1.208,,,,,,,
1595,   1.370e-01,   6.719e-01,   4.332e-02,-0.031,0.014,0.999,   1.354e-03,-1.102,,,,,,,
1596,   1.689e-01,   6.719e-01,   4.284e-02,0.058,0.013,0.998,   1.451e-03,-0.924,,,,,,,
1597,   2.023e-01,   6.719e-01,   3.978e-02,0.123,0.013,0.992,   1.492e-03,-0.75,,,,,,,
1598,   2.357e-01,   6.719e-01,   3.482e-02,0.172,0.014,0.985,   1.471e-03,-0.5969,,,,,,,
1599,   2.676e-01,   6.719e-01,   2.863e-02,0.21,0.015,0.978,   1.384e-03,-0.4666,,,,,,,
1600,   2.966e-01,   6.719e-01,   2.191e-02,0.242,0.016,0.97,   1.235e-03,-0.3598,,,,,,,
1601,   3.216e-01,   6.719e-01,   1.530e-02,0.273,0.017,0.962,   1.030e-03,-0.2794,,,,,,,
1602,   3.413e-01,   6.719e-01,   9.259e-03,0.319,0.02,0.948,   7.814e-04,-0.209,,,,,,,
1603,   3.549e-01,   6.719e-01,   4.059e-03,0.413,0.025,0.91,   5.026e-04,0.0271,,,,,,,
1604,   3.619e-01,   6.719e-01,   8.476e-04,0.433,0.026,0.901,   1.718e-04,0.1795,,,,,,,
Strip 62,,,,,,,,,,,,,,,
1605,   3.594e-01,   7.142e-01,   5.361e-04,-0.294,-0.018,-0.956,   1.482e-04,0.3623,,,,,,,
1606,   3.525e-01,   7.142e-01,   2.304e-03,-0.233,-0.014,-0.972,   4.304e-04,0.3806,,,,,,,
1607,   3.391e-01,   7.142e-01,   4.753e-03,-0.145,-0.009,-0.989,   6.844e-04,0.4023,,,,,,,
1608,   3.196e-01,   7.142e-01,   6.652e-03,-0.061,-0.005,-0.998,   9.080e-04,0.3834,,,,,,,
1609,   2.950e-01,   7.142e-01,   7.401e-03,-0.005,-0.003,-1,   1.096e-03,0.3487,,,,,,,
1610,   2.663e-01,   7.142e-01,   6.815e-03,0.043,-0.001,-0.999,   1.238e-03,0.3075,,,,,,,
1611,   2.348e-01,   7.142e-01,   4.799e-03,0.083,0,-0.997,   1.329e-03,0.2536,,,,,,,
1612,   2.019e-01,   7.142e-01,   1.609e-03,0.109,0.001,-0.994,   1.362e-03,0.1843,,,,,,,
1613,   1.689e-01,   7.142e-01,-2.21E-03,0.121,0.001,-0.993,   1.335e-03,0.0989,,,,,,,
1614,   1.374e-01,   7.142e-01,-5.90E-03,0.112,0.001,-0.994,   1.245e-03,-0.0029,,,,,,,
1615,   1.088e-01,   7.142e-01,-8.55E-03,0.07,0.001,-0.998,   1.098e-03,-0.1002,,,,,,,
1616,   8.414e-02,   7.142e-01,-9.50E-03,0,0.003,-1,   9.062e-04,-0.1572,,,,,,,
1617,   6.468e-02,   7.142e-01,-8.75E-03,-0.089,0.006,-0.996,   6.799e-04,-0.1783,,,,,,,
1618,   5.121e-02,   7.142e-01,-6.69E-03,-0.246,0.011,-0.969,   4.319e-04,-0.3049,,,,,,,
1619,   4.432e-02,   7.142e-01,-2.93E-03,-0.816,0.033,-0.577,   2.452e-04,0.4736,,,,,,,
1620,   4.432e-02,   7.142e-01,   4.625e-03,-0.946,0.038,0.323,   4.379e-04,0.8527,,,,,,,
1621,   5.121e-02,   7.142e-01,   1.530e-02,-0.735,0.031,0.678,   6.177e-04,-0.0702,,,,,,,
1622,   6.468e-02,   7.142e-01,   2.574e-02,-0.504,0.024,0.863,   7.845e-04,-0.8035,,,,,,,
1623,   8.414e-02,   7.142e-01,   3.428e-02,-0.313,0.019,0.949,   9.545e-04,-1.1106,,,,,,,
1624,   1.088e-01,   7.142e-01,   4.012e-02,-0.158,0.015,0.987,   1.110e-03,-1.1641,,,,,,,
1625,   1.374e-01,   7.142e-01,   4.276e-02,-0.031,0.014,0.999,   1.238e-03,-1.0606,,,,,,,
1626,   1.689e-01,   7.142e-01,   4.228e-02,0.058,0.013,0.998,   1.327e-03,-0.8868,,,,,,,
1627,   2.019e-01,   7.142e-01,   3.926e-02,0.123,0.013,0.992,   1.365e-03,-0.7177,,,,,,,
1628,   2.348e-01,   7.142e-01,   3.436e-02,0.172,0.014,0.985,   1.345e-03,-0.5701,,,,,,,
1629,   2.663e-01,   7.142e-01,   2.825e-02,0.21,0.015,0.978,   1.266e-03,-0.4457,,,,,,,
1630,   2.950e-01,   7.142e-01,   2.162e-02,0.242,0.016,0.97,   1.129e-03,-0.3453,,,,,,,
1631,   3.196e-01,   7.142e-01,   1.510e-02,0.273,0.017,0.962,   9.422e-04,-0.2708,,,,,,,
1632,   3.391e-01,   7.142e-01,   9.138e-03,0.319,0.02,0.948,   7.146e-04,-0.206,,,,,,,
1633,   3.525e-01,   7.142e-01,   4.006e-03,0.413,0.025,0.91,   4.597e-04,0.0243,,,,,,,
1634,   3.594e-01,   7.142e-01,   8.365e-04,0.433,0.026,0.901,   1.571e-04,0.1736,,,,,,,
Strip 63,,,,,,,,,,,,,,,
1635,   3.571e-01,   7.531e-01,   5.296e-04,-0.294,-0.018,-0.956,   1.332e-04,0.3544,,,,,,,
1636,   3.503e-01,   7.531e-01,   2.276e-03,-0.233,-0.014,-0.972,   3.868e-04,0.3721,,,,,,,
1637,   3.370e-01,   7.531e-01,   4.695e-03,-0.145,-0.009,-0.989,   6.151e-04,0.393,,,,,,,
1638,   3.178e-01,   7.531e-01,   6.571e-03,-0.061,-0.005,-0.998,   8.161e-04,0.3728,,,,,,,
1639,   2.935e-01,   7.531e-01,   7.311e-03,-0.005,-0.003,-1,   9.848e-04,0.3363,,,,,,,
1640,   2.651e-01,   7.531e-01,   6.732e-03,0.043,-0.001,-0.999,   1.113e-03,0.2934,,,,,,,
1641,   2.340e-01,   7.531e-01,   4.740e-03,0.083,0,-0.997,   1.195e-03,0.2382,,,,,,,
1642,   2.015e-01,   7.531e-01,   1.589e-03,0.109,0.001,-0.994,   1.225e-03,0.1681,,,,,,,
1643,   1.689e-01,   7.531e-01,-2.18E-03,0.121,0.001,-0.993,   1.200e-03,0.0822,,,,,,,
1644,   1.378e-01,   7.531e-01,-5.83E-03,0.112,0.001,-0.994,   1.119e-03,-0.0206,,,,,,,
1645,   1.095e-01,   7.531e-01,-8.45E-03,0.07,0.001,-0.998,   9.872e-04,-0.1199,,,,,,,
1646,   8.519e-02,   7.531e-01,-9.38E-03,0,0.003,-1,   8.145e-04,-0.1803,,,,,,,
1647,   6.596e-02,   7.531e-01,-8.64E-03,-0.089,0.006,-0.996,   6.111e-04,-0.2082,,,,,,,
1648,   5.266e-02,   7.531e-01,-6.61E-03,-0.246,0.011,-0.969,   3.882e-04,-0.3561,,,,,,,
1649,   4.585e-02,   7.531e-01,-2.89E-03,-0.816,0.033,-0.577,   2.204e-04,0.43,,,,,,,
1650,   4.585e-02,   7.531e-01,   4.569e-03,-0.946,0.038,0.323,   3.936e-04,0.8728,,,,,,,
1651,   5.266e-02,   7.531e-01,   1.511e-02,-0.735,0.031,0.678,   5.552e-04,-0.0283,,,,,,,
1652,   6.596e-02,   7.531e-01,   2.542e-02,-0.504,0.024,0.863,   7.051e-04,-0.7549,,,,,,,
1653,   8.519e-02,   7.531e-01,   3.386e-02,-0.313,0.019,0.949,   8.579e-04,-1.06,,,,,,,
1654,   1.095e-01,   7.531e-01,   3.963e-02,-0.158,0.015,0.987,   9.975e-04,-1.113,,,,,,,
1655,   1.378e-01,   7.531e-01,   4.223e-02,-0.031,0.014,0.999,   1.113e-03,-1.0111,,,,,,,
1656,   1.689e-01,   7.531e-01,   4.176e-02,0.058,0.013,0.998,   1.193e-03,-0.8413,,,,,,,
1657,   2.015e-01,   7.531e-01,   3.878e-02,0.123,0.013,0.992,   1.227e-03,-0.6779,,,,,,,
1658,   2.340e-01,   7.531e-01,   3.394e-02,0.172,0.014,0.985,   1.209e-03,-0.5372,,,,,,,
1659,   2.651e-01,   7.531e-01,   2.791e-02,0.21,0.015,0.978,   1.138e-03,-0.4205,,,,,,,
1660,   2.935e-01,   7.531e-01,   2.136e-02,0.242,0.016,0.97,   1.015e-03,-0.328,,,,,,,
1661,   3.178e-01,   7.531e-01,   1.492e-02,0.273,0.017,0.962,   8.469e-04,-0.2612,,,,,,,
1662,   3.370e-01,   7.531e-01,   9.026e-03,0.319,0.02,0.948,   6.423e-04,-0.2037,,,,,,,
1663,   3.503e-01,   7.531e-01,   3.957e-03,0.413,0.025,0.91,   4.131e-04,0.0189,,,,,,,
1664,   3.571e-01,   7.531e-01,   8.263e-04,0.433,0.026,0.901,   1.412e-04,0.164,,,,,,,
Strip 64,,,,,,,,,,,,,,,
1665,   3.550e-01,   7.880e-01,   5.237e-04,-0.294,-0.018,-0.956,   1.172e-04,0.3418,,,,,,,
1666,   3.483e-01,   7.880e-01,   2.250e-03,-0.233,-0.014,-0.972,   3.404e-04,0.3589,,,,,,,
1667,   3.351e-01,   7.880e-01,   4.642e-03,-0.145,-0.009,-0.989,   5.414e-04,0.3788,,,,,,,
1668,   3.161e-01,   7.880e-01,   6.498e-03,-0.061,-0.005,-0.998,   7.182e-04,0.3568,,,,,,,
1669,   2.921e-01,   7.880e-01,   7.229e-03,-0.005,-0.003,-1,   8.667e-04,0.318,,,,,,,
1670,   2.641e-01,   7.880e-01,   6.657e-03,0.043,-0.001,-0.999,   9.796e-04,0.2734,,,,,,,
1671,   2.333e-01,   7.880e-01,   4.688e-03,0.083,0,-0.997,   1.052e-03,0.2176,,,,,,,
1672,   2.011e-01,   7.880e-01,   1.572e-03,0.109,0.001,-0.994,   1.078e-03,0.148,,,,,,,
1673,   1.690e-01,   7.880e-01,-2.16E-03,0.121,0.001,-0.993,   1.056e-03,0.063,,,,,,,
1674,   1.382e-01,   7.880e-01,-5.77E-03,0.112,0.001,-0.994,   9.849e-04,-0.0395,,,,,,,
1675,   1.102e-01,   7.880e-01,-8.36E-03,0.07,0.001,-0.998,   8.688e-04,-0.1399,,,,,,,
1676,   8.613e-02,   7.880e-01,-9.28E-03,0,0.003,-1,   7.169e-04,-0.2033,,,,,,,
1677,   6.712e-02,   7.880e-01,-8.55E-03,-0.089,0.006,-0.996,   5.378e-04,-0.238,,,,,,,
1678,   5.396e-02,   7.880e-01,-6.54E-03,-0.246,0.011,-0.969,   3.416e-04,-0.4076,,,,,,,
1679,   4.723e-02,   7.880e-01,-2.86E-03,-0.816,0.033,-0.577,   1.940e-04,0.3851,,,,,,,
1680,   4.723e-02,   7.880e-01,   4.518e-03,-0.946,0.038,0.323,   3.464e-04,0.8906,,,,,,,
1681,   5.396e-02,   7.880e-01,   1.494e-02,-0.735,0.031,0.678,   4.886e-04,0.0133,,,,,,,
1682,   6.712e-02,   7.880e-01,   2.514e-02,-0.504,0.024,0.863,   6.205e-04,-0.7033,,,,,,,
1683,   8.613e-02,   7.880e-01,   3.348e-02,-0.313,0.019,0.949,   7.550e-04,-1.0031,,,,,,,
1684,   1.102e-01,   7.880e-01,   3.919e-02,-0.158,0.015,0.987,   8.779e-04,-1.053,,,,,,,
1685,   1.382e-01,   7.880e-01,   4.177e-02,-0.031,0.014,0.999,   9.793e-04,-0.9517,,,,,,,
1686,   1.690e-01,   7.880e-01,   4.130e-02,0.058,0.013,0.998,   1.050e-03,-0.7864,,,,,,,
1687,   2.011e-01,   7.880e-01,   3.835e-02,0.123,0.013,0.992,   1.080e-03,-0.63,,,,,,,
1688,   2.333e-01,   7.880e-01,   3.356e-02,0.172,0.014,0.985,   1.064e-03,-0.4978,,,,,,,
1689,   2.641e-01,   7.880e-01,   2.760e-02,0.21,0.015,0.978,   1.001e-03,-0.3907,,,,,,,
1690,   2.921e-01,   7.880e-01,   2.112e-02,0.242,0.016,0.97,   8.934e-04,-0.3083,,,,,,,
1691,   3.161e-01,   7.880e-01,   1.475e-02,0.273,0.017,0.962,   7.453e-04,-0.2515,,,,,,,
1692,   3.351e-01,   7.880e-01,   8.926e-03,0.319,0.02,0.948,   5.653e-04,-0.2038,,,,,,,
1693,   3.483e-01,   7.880e-01,   3.913e-03,0.413,0.025,0.91,   3.636e-04,0.0082,,,,,,,
1694,   3.550e-01,   7.880e-01,   8.171e-04,0.433,0.026,0.901,   1.243e-04,0.1477,,,,,,,
Strip 65,,,,,,,,,,,,,,,
1695,   3.532e-01,   8.188e-01,   5.185e-04,-0.294,-0.018,-0.956,   1.004e-04,0.3209,,,,,,,
1696,   3.465e-01,   8.188e-01,   2.228e-03,-0.233,-0.014,-0.972,   2.917e-04,0.3373,,,,,,,
1697,   3.335e-01,   8.188e-01,   4.597e-03,-0.145,-0.009,-0.989,   4.639e-04,0.3559,,,,,,,
1698,   3.147e-01,   8.188e-01,   6.433e-03,-0.061,-0.005,-0.998,   6.154e-04,0.3316,,,,,,,
1699,   2.909e-01,   8.188e-01,   7.158e-03,-0.005,-0.003,-1,   7.427e-04,0.29,,,,,,,
1700,   2.631e-01,   8.188e-01,   6.591e-03,0.043,-0.001,-0.999,   8.394e-04,0.2444,,,,,,,
1701,   2.327e-01,   8.188e-01,   4.641e-03,0.083,0,-0.997,   9.011e-04,0.1898,,,,,,,
1702,   2.008e-01,   8.188e-01,   1.556e-03,0.109,0.001,-0.994,   9.235e-04,0.1231,,,,,,,
1703,   1.690e-01,   8.188e-01,-2.13E-03,0.121,0.001,-0.993,   9.046e-04,0.0417,,,,,,,
1704,   1.385e-01,   8.188e-01,-5.71E-03,0.112,0.001,-0.994,   8.439e-04,-0.058,,,,,,,
1705,   1.108e-01,   8.188e-01,-8.27E-03,0.07,0.001,-0.998,   7.445e-04,-0.1577,,,,,,,
1706,   8.696e-02,   8.188e-01,-9.18E-03,0,0.003,-1,   6.143e-04,-0.2236,,,,,,,
1707,   6.813e-02,   8.188e-01,-8.46E-03,-0.089,0.006,-0.996,   4.609e-04,-0.2651,,,,,,,
1708,   5.511e-02,   8.188e-01,-6.47E-03,-0.246,0.011,-0.969,   2.927e-04,-0.4551,,,,,,,
1709,   4.845e-02,   8.188e-01,-2.83E-03,-0.816,0.033,-0.577,   1.662e-04,0.3428,,,,,,,
1710,   4.845e-02,   8.188e-01,   4.474e-03,-0.946,0.038,0.323,   2.968e-04,0.9042,,,,,,,
1711,   5.511e-02,   8.188e-01,   1.479e-02,-0.735,0.031,0.678,   4.187e-04,0.0518,,,,,,,
1712,   6.813e-02,   8.188e-01,   2.489e-02,-0.504,0.024,0.863,   5.317e-04,-0.6498,,,,,,,
1713,   8.696e-02,   8.188e-01,   3.315e-02,-0.313,0.019,0.949,   6.470e-04,-0.9387,,,,,,,
1714,   1.108e-01,   8.188e-01,   3.880e-02,-0.158,0.015,0.987,   7.523e-04,-0.9818,,,,,,,
1715,   1.385e-01,   8.188e-01,   4.135e-02,-0.031,0.014,0.999,   8.391e-04,-0.8805,,,,,,,
1716,   1.690e-01,   8.188e-01,   4.089e-02,0.058,0.013,0.998,   8.996e-04,-0.7212,,,,,,,
1717,   2.008e-01,   8.188e-01,   3.797e-02,0.123,0.013,0.992,   9.251e-04,-0.5741,,,,,,,
1718,   2.327e-01,   8.188e-01,   3.323e-02,0.172,0.014,0.985,   9.116e-04,-0.4529,,,,,,,
1719,   2.631e-01,   8.188e-01,   2.732e-02,0.21,0.015,0.978,   8.579e-04,-0.3578,,,,,,,
1720,   2.909e-01,   8.188e-01,   2.091e-02,0.242,0.016,0.97,   7.655e-04,-0.2879,,,,,,,
1721,   3.147e-01,   8.188e-01,   1.461e-02,0.273,0.017,0.962,   6.387e-04,-0.244,,,,,,,
1722,   3.335e-01,   8.188e-01,   8.838e-03,0.319,0.02,0.948,   4.844e-04,-0.2097,,,,,,,
